127.0.0.1 - - [23/Mar/2017:08:31:08 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:35 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/75 HTTP/1.1" 200 205
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:35 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:35 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/75 HTTP/1.1" 200 11528
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:36 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/75 HTTP/1.1" 200 11528
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:36 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/75 HTTP/1.1" 200 378
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:39 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/123 HTTP/1.1" 200 3720
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:39 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/75 HTTP/1.1" 200 1513
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:39 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 1181
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:39 +0530] "GET /HIS_API/rest/OPDLabOrder/getLabOrderByVisitID/123 HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:39 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/75 HTTP/1.1" 200 378
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:40 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/75 HTTP/1.1" 200 11528
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:40 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/123 HTTP/1.1" 200 3720
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:51:41 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16085
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:52:10 +0530] "POST /HIS_API/rest/LabTestRequest/addLabTestRequest HTTP/1.1" 200 5461
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:52:42 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4202
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:53:13 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:53:13 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:53:13 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/42 HTTP/1.1" 200 323
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:10 +0530] "POST /HIS_API/rest/LabTestRequest/addSpecimenInfo HTTP/1.1" 200 8656
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:11 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 200 27
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:14 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4203
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:29 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/75 HTTP/1.1" 200 734
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:29 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/75 HTTP/1.1" 200 11528
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:29 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/42 HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:30 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 13455
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:55:30 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/75 HTTP/1.1" 200 734
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:18 +0530] "POST /HIS_API/rest/MainResults/addMainResults HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:19 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 200 23
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:22 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:30 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/6 HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:30 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/6 HTTP/1.1" 200 26231
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:30 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/8 HTTP/1.1" 200 327
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:31 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 13455
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:56:31 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/6 HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:57:06 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:57:06 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:57:06 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/42 HTTP/1.1" 200 321
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:57:07 +0530] "GET /HIS_API/rest/LabTestRequest/getSpecimenByRequestID/42 HTTP/1.1" 200 306
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:57:23 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:57:23 +0530] "GET /HIS_API/rest/MainResults/getMainResultsByReqID/42 HTTP/1.1" 200 18680
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:24 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:24 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:24 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:24 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16085
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:38 +0530] "POST /HIS_API/rest/TestNames/addNewtest/ HTTP/1.1" 400 990
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:39 +0530] "POST /HIS_API/rest/TestNames/addNewtest HTTP/1.1" 200 1704
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:59 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/49 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:58:59 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:59:40 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/49 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:59:40 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [23/Mar/2017:08:59:51 +0530] "GET /HIS_API/rest/TestFieldsRange/getAllRanges HTTP/1.1" 200 9011
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:26 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:26 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:26 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:48 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:48 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:48 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:49 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:54 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:54 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:00:54 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:01:44 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:01:44 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:01:44 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:02:19 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:27 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:27 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:27 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/14 HTTP/1.1" 200 332
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:32 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/10 HTTP/1.1" 200 5933
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:32 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/10 HTTP/1.1" 200 64551
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:33 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/17 HTTP/1.1" 200 333
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:33 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 13455
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:33 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/10 HTTP/1.1" 200 5933
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:51 +0530] "POST /HIS_API/rest/LabTestRequest/setStatus HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:51 +0530] "GET /HIS_API/rest/MainResults/getMainResultsByReqID/5 HTTP/1.1" 200 1805
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:56 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 13455
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:03:56 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/10 HTTP/1.1" 200 5933
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:01 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:01 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 510
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:31 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:34 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:34 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:34 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/14 HTTP/1.1" 200 332
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:47 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:47 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 510
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:51 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:53 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:04:57 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:00 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenTypes HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:00 +0530] "GET /HIS_API/rest/LabTestRequest/getAllSpecimenRetentionTypes HTTP/1.1" 200 178
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:00 +0530] "GET /HIS_API/rest/LabTestRequest/getTestRequestByRequestID/14 HTTP/1.1" 200 332
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:15 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 74
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:16 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 510
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:20 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:20 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:20 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:21 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:35 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:42 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:42 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:42 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:05:43 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:12:07 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:12:32 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:12:32 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:12:32 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:12:33 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:05 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:05 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:05 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:06 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:22 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:22 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:22 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 456
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:23 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:35 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 215
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:35 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 430
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:35 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16462
0:0:0:0:0:0:0:1 - - [23/Mar/2017:09:17:53 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4200
