127.0.0.1 - - [06/Mar/2017:09:19:28 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:10 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:11 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:11 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:11 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/3 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:11 +0530] "GET /HIS_API/rest/OutPatient/getPatientsForDoctor/3/1 HTTP/1.1" 200 2915
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:15 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:15 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:15 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:15 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:15 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:15 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:15 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:16 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:16 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:37:23 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:38 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:38 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:38 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/120 HTTP/1.1" 200 3650
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:39 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:39 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:39 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:39 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:39 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:39 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:38:44 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 15717
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:39 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:39 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/74 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:39 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-03-06/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:39 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 182
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:39 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/19 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:39 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:39 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1 HTTP/1.1" 200 86
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:42 +0530] "POST /HIS_API/rest/Queue/addPatientToQueue HTTP/1.1" 200 3076
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:42 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:42 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/74 HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:42 +0530] "GET /HIS_API/rest/HrAttandanceService/getAllAttendanceByDept/2017-03-06/5/1 HTTP/1.1" 200 624
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:43 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:43 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/19 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:43 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:43 +0530] "GET /HIS_API/rest/Queue/getNextAssignDoctor/-1 HTTP/1.1" 200 84
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:45 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/73 HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:46 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/3 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:46 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:46 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:46 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:47 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/3 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:47 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/3 HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:47 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/3 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:47 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:47 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:49 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/3 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:49 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/3 HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:49 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/3 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:49 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:49 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:50 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/3 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:50 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/3 HTTP/1.1" 200 370
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:50 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/3 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:50 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/3 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:50 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:57 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:58 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 357
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:58 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:58 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:58 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:40:58 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:01 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/74 HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:01 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:01 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:01 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:01 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/74 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:04 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/73 HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:05 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:05 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:05 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:05 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:07 +0530] "GET /HIS_API/rest/Queue/checkoutPatient/73 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:07 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:07 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:07 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:07 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:07 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/74 HTTP/1.1" 200 217
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/Queue/checkinPatient/74 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/74 HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/74 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/queue/checkin/74 HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:09 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/74 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:27 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:27 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:27 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:27 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:27 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:31 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:32 +0530] "GET /HIS_API/rest/OutPatient/getPatientsForDoctor/1/1 HTTP/1.1" 200 338699
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:39 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:39 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:39 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/119 HTTP/1.1" 200 6394
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:39 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/73 HTTP/1.1" 200 1481
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:39 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/73 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:40 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/73/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:40 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:40 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:40 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:46 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/73 HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:46 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:46 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:46 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/73 HTTP/1.1" 200 10196
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:46 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/73 HTTP/1.1" 200 390
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:59 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/8 HTTP/1.1" 200 21526
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:59 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/8 HTTP/1.1" 200 21526
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:59 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/115 HTTP/1.1" 200 5784
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:59 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/8 HTTP/1.1" 200 1487
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:59 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/8 HTTP/1.1" 200 69
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:41:59 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/8/2015-07-10 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:00 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:00 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/8 HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:00 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/8 HTTP/1.1" 200 21526
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:03 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/8 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:03 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:03 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/8 HTTP/1.1" 200 21526
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:03 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/8 HTTP/1.1" 200 21526
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:03 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/8 HTTP/1.1" 200 375
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:19 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:19 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:19 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:19 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:19 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:20 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/74 HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:20 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:20 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:20 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 3234
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:20 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/74 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:30 +0530] "GET /HIS_API/rest/LiveSearch/injuryLivesearch HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:33 +0530] "POST /HIS_API/rest/Visit/addVisit HTTP/1.1" 200 3719
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:36 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 181
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:36 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:36 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 85
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:36 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:36 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:37 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/74 HTTP/1.1" 200 212
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:38 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:38 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 5122
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:38 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 5122
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:38 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/74 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:46 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/121 HTTP/1.1" 200 3751
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:46 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/74 HTTP/1.1" 200 1515
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:46 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:46 +0530] "GET /HIS_API/rest/OPDLabOrder/getLabOrderByVisitID/121 HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:46 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/74 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:46 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 5122
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:46 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/121 HTTP/1.1" 200 3751
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:42:47 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 5122
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:09 +0530] "POST /HIS_API/rest/Exams/addExamination HTTP/1.1" 200 13
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:09 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 8396
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:10 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 8396
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:10 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/74 HTTP/1.1" 200 8396
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:11 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/121 HTTP/1.1" 200 5124
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:11 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/74 HTTP/1.1" 200 1515
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:11 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribedetails/74 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [06/Mar/2017:12:43:11 +0530] "GET /HIS_API/rest/Prescription/getPrescriptionsByPatientIDAfterprescribe/74/2015-07-10 HTTP/1.1" 200 12
