127.0.0.1 - - [20/Feb/2017:12:21:29 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:02 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:02 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:02 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:02 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:02 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:03 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:03 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:03 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:04 +0530] "GET /HIS_API/rest/Admission/getWardAdmission HTTP/1.1" 200 86360
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:08 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:08 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:08 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:10 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:10 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:10 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:11 +0530] "GET /HIS_API/rest/Admission/getWardAdmission HTTP/1.1" 200 86360
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:11 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:11 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:11 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:12 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:12 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:12 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:12 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:12 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:12 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:12 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:13 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:13 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:13 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:15 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:15 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:15 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:19 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:19 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:19 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:22 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:22 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:22 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:26 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:26 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:26 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:26 +0530] "GET /HIS_API/rest/Admission/getWardAdmission HTTP/1.1" 200 86360
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:35 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:35 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:35 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:35 +0530] "GET /HIS_API/rest/Admission/getWardAdmission HTTP/1.1" 200 86360
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:38 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:38 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:38 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:38 +0530] "GET /HIS_API/rest/Admission/getWardAdmission HTTP/1.1" 200 86360
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:40 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:40 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:40 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:40 +0530] "GET /HIS_API/rest/Admission/getWardAdmission HTTP/1.1" 200 86360
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:43 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:43 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:43 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:43 +0530] "GET /HIS_API/rest/Admission/getWardAdmission HTTP/1.1" 200 86360
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:46 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:46 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:46 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:47 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:47 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Feb/2017:15:07:47 +0530] "GET /HIS_API/rest/HrEmployee/getEmployeesWard/1 HTTP/1.1" 200 12
