127.0.0.1 - - [16/Jun/2017:08:29:07 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:46:24 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:46:30 +0530] "POST /HIS_API/rest/SampleCenters/updateSampleCenter HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:46:31 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:46:31 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:47:09 +0530] "POST /HIS_API/rest/SampleCenters/addNewsampleCenter HTTP/1.1" 200 73
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:47:11 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:47:11 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 491
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:48:18 +0530] "POST /HIS_API/rest/SampleCenters/addNewsampleCenter HTTP/1.1" 200 1586
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:48:19 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:48:19 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:48:27 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:13 +0530] "POST /HIS_API/rest/SampleCenters/updateSampleCenter HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:14 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:14 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:22 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:22 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:29 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:30 +0530] "POST /HIS_API/rest/SampleCenters/updateSampleCenter HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:31 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:31 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 944
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:49:46 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:50:01 +0530] "POST /HIS_API/rest/SampleCenters/updateSampleCenter HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:50:02 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:50:02 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:50:58 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:52:15 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:52:21 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:52:37 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:58:34 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:09:58:34 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:00:19 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:00:19 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:00:21 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:01:38 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:01:47 +0530] "POST /HIS_API/rest/SampleCenters/updateSampleCenter HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:01:49 +0530] "GET /HIS_API/rest/SampleCenterType/getAllSampleCenterTypes HTTP/1.1" 200 138
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:01:49 +0530] "GET /HIS_API/rest/SampleCenters/getAllSampleCenters HTTP/1.1" 200 942
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:02:04 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:02:04 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:02:04 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:11 +0530] "POST /HIS_API/rest/LabType/addLabType HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:12 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:12 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:12 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:15 +0530] "POST /HIS_API/rest/LabType/updateLabTypes HTTP/1.1" 200 88
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:16 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 141
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:16 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:16 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:19 +0530] "POST /HIS_API/rest/LabType/updateLabTypes HTTP/1.1" 200 87
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:20 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:20 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:20 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:28 +0530] "POST /HIS_API/rest/LabDepartments/addLabDepartment HTTP/1.1" 200 96
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:29 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:29 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:29 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:36 +0530] "POST /HIS_API/rest/LabDepartments/updateLabDepts HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:37 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:37 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 244
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:37 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:48 +0530] "POST /HIS_API/rest/LabDepartments/updateLabDepts HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:49 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:49 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:03:49 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 1727
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:19 +0530] "POST /HIS_API/rest/Laboratories/addNewLaboratory HTTP/1.1" 200 1587
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:21 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:21 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:21 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 2118
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:29 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:29 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:29 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 307
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:30 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 15717
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:33 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 12496
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:33 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:40 +0530] "GET /HIS_API/rest/LabType/getAllLabTypes HTTP/1.1" 200 140
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:40 +0530] "GET /HIS_API/rest/LabDepartments/getAllLabDepartments HTTP/1.1" 200 242
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:40 +0530] "GET /HIS_API/rest/Laboratories/getAllLaboratories HTTP/1.1" 200 2118
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:43 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:43 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:04:43 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 15717
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:38 +0530] "POST /HIS_API/rest/Category/addNewCatDetails HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:39 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:39 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:39 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 15717
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:46 +0530] "POST /HIS_API/rest/SubCategory/updateSubCategories HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:47 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:47 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 433
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:47 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 15717
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:51 +0530] "POST /HIS_API/rest/SubCategory/updateSubCategories HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:52 +0530] "GET /HIS_API/rest/Category/getAllCategories HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:52 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:05:52 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 15717
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:00 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:00 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:00 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 467
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:00 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 15717
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:11 +0530] "POST /HIS_API/rest/TestNames/addNewtest/ HTTP/1.1" 400 990
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:11 +0530] "POST /HIS_API/rest/TestNames/addNewtest HTTP/1.1" 200 1690
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:40 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4224
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:53 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:53 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:53 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 467
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:53 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16078
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:55 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 12496
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:06:55 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:01 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/32 HTTP/1.1" 200 1390
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:01 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:07 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/45 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:07 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:28 +0530] "POST /HIS_API/rest/ParentTestFields/addNewParentTestField/ HTTP/1.1" 200 1377
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:28 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/45 HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:28 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:30 +0530] "POST /HIS_API/rest/TestFieldsRange/addNewRanges/ HTTP/1.1" 404 967
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:35 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:35 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:35 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 467
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:35 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16078
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:40 +0530] "GET /HIS_API/rest/LabTestRequest/getAllLabTestRequests HTTP/1.1" 200 4224
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:42 +0530] "GET /HIS_API/rest/Category/getAllCategories/ HTTP/1.1" 200 216
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:42 +0530] "GET /HIS_API/rest/SubCategory/getAllSubCategories/ HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:42 +0530] "GET /HIS_API/rest/SpecimenType/getAllSpecimenTypes/ HTTP/1.1" 200 467
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:42 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16078
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:44 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/1 HTTP/1.1" 200 12496
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:45 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/1 HTTP/1.1" 200 2106
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:49 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/45 HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:07:49 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/46 HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:08 +0530] "POST /HIS_API/rest/TestFieldsRange/addNewSubRange/ HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:14 +0530] "GET /HIS_API/rest/ParentTestFields/getAllParenTestFields/45 HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:14 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/46 HTTP/1.1" 204 -
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:16 +0530] "POST /HIS_API/rest/SubTestFields/addNewSubTestField/ HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:16 +0530] "GET /HIS_API/rest/SubTestFields/GetSubFeilds/46 HTTP/1.1" 200 1482
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:20 +0530] "POST /HIS_API/rest/TestFieldsRange/addNewSubRange/ HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:22 +0530] "GET /HIS_API/rest/TestFieldsRange/getAllRanges HTTP/1.1" 500 11188
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:31 +0530] "GET /HIS_API/rest/TestFieldsRange/getAllRanges HTTP/1.1" 500 11188
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:42 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/153 HTTP/1.1" 200 17831
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:42 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/88 HTTP/1.1" 200 1528
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:42 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:42 +0530] "GET /HIS_API/rest/OPDLabTestRequest/getOPDRequestByVisitID/153 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:42 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/88 HTTP/1.1" 200 6830
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:42 +0530] "GET /HIS_API/rest/Treatment/getOpdTreatmentsForVisit/153 HTTP/1.1" 200 6749
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:43 +0530] "GET /HIS_API/rest/Injection/getOpdInjectionsForVisit/153 HTTP/1.1" 200 6937
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:43 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/88 HTTP/1.1" 200 22809
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:43 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/153 HTTP/1.1" 200 17831
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:49 +0530] "POST /HIS_API/rest/UserService/userValidation HTTP/1.1" 200 361
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:49 +0530] "GET /HIS_API/rest/Queue/getQueuePatientsByUserID/1 HTTP/1.1" 200 180
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:49 +0530] "GET /HIS_API/rest/UserService/getUserByUsrID/1 HTTP/1.1" 200 599
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:50 +0530] "GET /HIS_API/rest/Queue/getTreatedPatients/1 HTTP/1.1" 200 2294
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:50 +0530] "GET /HIS_API/rest/Queue/getUserQStatus/1 HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:50 +0530] "GET /HIS_API/rest/Queue/getQueueType HTTP/1.1" 200 11
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:52 +0530] "GET /HIS_API/rest/Queue/isPatientInQueue/88 HTTP/1.1" 200 211
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:52 +0530] "GET /HIS_API/rest/Queue/getCurrentInPatient/1 HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:52 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/88 HTTP/1.1" 200 22809
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:52 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/88 HTTP/1.1" 200 22809
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:52 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/88 HTTP/1.1" 200 6830
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:55 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/153 HTTP/1.1" 200 17831
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:55 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/88 HTTP/1.1" 200 1528
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:55 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:55 +0530] "GET /HIS_API/rest/OPDLabTestRequest/getOPDRequestByVisitID/153 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:55 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/88 HTTP/1.1" 200 6830
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:55 +0530] "GET /HIS_API/rest/Treatment/getOpdTreatmentsForVisit/153 HTTP/1.1" 200 6749
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:55 +0530] "GET /HIS_API/rest/Injection/getOpdInjectionsForVisit/153 HTTP/1.1" 200 6937
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:56 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/88 HTTP/1.1" 200 22809
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:56 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/153 HTTP/1.1" 200 17831
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:57 +0530] "GET /HIS_API/rest/TestNames/getAllTests HTTP/1.1" 200 16078
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:08:57 +0530] "GET /HIS_API/rest/OutPatient/getPatientsByPID/88 HTTP/1.1" 200 22809
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:09:04 +0530] "POST /HIS_API/rest/LabTestRequest/addLabTestRequest HTTP/1.1" 200 9839
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:09:05 +0530] "GET /HIS_API/rest/Visit/getVisitsByVisitID/153 HTTP/1.1" 200 17831
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:09:06 +0530] "GET /HIS_API/rest/Visit/getRecentVisit/88 HTTP/1.1" 200 1528
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:09:06 +0530] "GET /HIS_API/rest/Questionnaire/getQuestionnaireByVisitType/OPD HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:09:06 +0530] "GET /HIS_API/rest/OPDLabTestRequest/getOPDRequestByVisitID/153 HTTP/1.1" 200 1947
0:0:0:0:0:0:0:1 - - [16/Jun/2017:10:09:06 +0530] "GET /HIS_API/rest/LabTestRequest/getRequestsByPatientID/88 HTTP/1.1" 200 10245
